gsis_id,player,forecast_year,carries_2023,rushing_epa_2023,epa_per_att_2023,ryoe_per_att_2023,has_ngs,epa_per_att_mean,epa_per_att_q25,epa_per_att_q75,mean,median,q05,q25,q75,q95,iqr
00-0037267,Jerome Ford,2025,204,-36.39553655072814,-0.1784094928957261,-0.0209020462636891,1,-0.10051957243146674,-0.18161296046607706,-0.021287319499319154,-20.557670221176647,-16.221089422790286,-73.2842633431413,-36.31272624371448,-1.8127974818553976,19.483826352796743,34.49992876185908
00-0037746,Brian Robinson,2024,178,-22.189546599983625,-0.1246603741572113,0.2160194209271247,1,-0.04343642443509498,-0.1107355447275884,0.025503564316302428,-7.67167174469291,-6.248436088617478,-41.38378297175621,-18.391238699279857,3.533413877136078,22.376563736197678,21.924652576415934
00-0037746,Brian Robinson,2025,178,-22.189546599983625,-0.1246603741572113,0.2160194209271247,1,-0.043116095913761775,-0.11875035060592531,0.032561682624674675,-7.810187733707717,-5.1832706281167615,-48.700651885132444,-19.244146639328143,3.6385514604887654,27.99009273225065,22.88269809981691
00-0037840,Kyren Williams,2024,228,22.43659965706825,0.0984061388467905,0.6502996098307398,1,0.081903130188306,0.010732741248523893,0.15246389086702924,18.80486875411262,16.72417457084262,-20.047391004623044,2.1805959744812053,33.82275438503114,64.65780340517529,31.642158410549932
00-0037840,Kyren Williams,2025,228,22.43659965706825,0.0984061388467905,0.6502996098307398,1,0.08323013317165467,0.002937688288186427,0.1617914491966116,19.069975000200042,15.083601270748638,-25.648109275761122,0.16433680172724308,36.49957643988958,72.88958894226467,36.335239638162335
00-0038120,Breece Hall,2024,223,-21.759780243049267,-0.0975774898791446,0.6719800630039181,1,0.04808390042596218,-0.02325449104583898,0.11630314110109931,10.517148241972079,9.440704158365026,-27.12947648557855,-4.5785521803045475,24.63486344771738,51.78758289309684,29.213415628021927
00-0038120,Breece Hall,2025,223,-21.759780243049267,-0.0975774898791446,0.6719800630039181,1,0.048455851489015364,-0.030113724376442736,0.12779556975224793,10.97608864131073,8.154136863060405,-32.37470053780442,-5.016236121276888,26.908512480753757,60.78223867661607,31.924748602030647
00-0038134,Kenneth Walker III,2024,219,-9.327501742838647,-0.0425913321590805,-0.1291039688620089,1,-0.06195583124934623,-0.12730258901428387,0.005486740109080863,-13.505851532920671,-12.088569934452916,-55.015383339254086,-27.058926942231338,0.9277755702466726,22.669324141307495,27.98670251247801
00-0038134,Kenneth Walker III,2025,219,-9.327501742838647,-0.0425913321590805,-0.1291039688620089,1,-0.06125942521120105,-0.1333318889505897,0.012917416614415166,-13.251782914009302,-10.02884205333929,-60.57057101331142,-28.363671458863173,1.8335140286046512,27.84597736750778,30.197185487467824
00-0038542,Bijan Robinson,2024,214,-26.706271382120423,-0.1247956606641141,0.3916246633040379,1,-0.05435736094686551,-0.12795611421576442,0.01917972149992477,-11.723159719929743,-10.16315570376995,-56.01185526877614,-26.06100031120083,3.6022440849592954,26.06330544469974,29.663244396160124
00-0038542,Bijan Robinson,2025,214,-26.706271382120423,-0.1247956606641141,0.3916246633040379,1,-0.05452197452923268,-0.13475290892547306,0.023997456372578618,-11.927601340172076,-8.747390813582168,-62.11196638233236,-26.263325374040082,3.5597771188542793,30.393211388937104,29.82310249289436
00-0039139,Jahmyr Gibbs,2024,182,-5.18102973025623,-0.0284671963200891,0.3974964610155695,1,8.892226341660453e-05,-0.0740142883962637,0.07357220018399904,-0.03374303278241318,0.06025858079976723,-34.02474899278459,-11.835498729180198,12.00987784170585,33.36831218787298,23.845376570886046
00-0039139,Jahmyr Gibbs,2025,182,-5.18102973025623,-0.0284671963200891,0.3974964610155695,1,-0.0018963180652998392,-0.07910727419557413,0.07569856723450705,-0.40886423130118926,-0.03765650073126005,-40.43616286524618,-12.70366905048976,11.23585440173139,38.96214600442349,23.93952345222115
